Key,Date,Locations,C&F Agent,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice
38869CALCUTTA AGENT 1PROD D,Jun-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPASF,PROD D,7870,1980,9520,3152,10.3
38899CALCUTTA AGENT 1PROD D,Jul-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPASF,PROD D,5440,3630,9200,16715,10.3
38930CALCUTTA AGENT 1PROD D,Aug-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPASF,PROD D,2640,4240,0,8314,10.3
38961CALCUTTA AGENT 1PROD D,Sep-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPASF,PROD D,3280,1600,6200,7237,10.38
38991CALCUTTA AGENT 1PROD D,Oct-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPASF,PROD D,2500,4280,3360,3930,10.38
39022CALCUTTA AGENT 1PROD D,Nov-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPASF,PROD D,3680,5140,4000,5764,10.38
39052CALCUTTA AGENT 1PROD D,Dec-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPASF,PROD D,3460,5460,5360,8443,10.38
37987CALCUTTA AGENT 5PROD D,Jan-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,180,285,1200,2052,
38018CALCUTTA AGENT 5PROD D,Feb-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,270,1305,0,1297,
38047CALCUTTA AGENT 5PROD D,Mar-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,210,1035,2000,322,
38078CALCUTTA AGENT 5PROD D,Apr-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,470,2825,0,350,8.8
38108CALCUTTA AGENT 5PROD D,May-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,260,2355,0,278,8.8
38139CALCUTTA AGENT 5PROD D,Jun-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,300,2095,800,510,8.8
38169CALCUTTA AGENT 5PROD D,Jul-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,840,2595,15,1306,8.8
38200CALCUTTA AGENT 5PROD D,Aug-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,970,970,0,870,10.52
38231CALCUTTA AGENT 5PROD D,Sep-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,960,0,1840,647,10.52
38261CALCUTTA AGENT 5PROD D,Oct-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,880,880,0,495,10.52
38292CALCUTTA AGENT 5PROD D,Nov-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1760,0,2240,536,10.52
38322CALCUTTA AGENT 5PROD D,Dec-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1120,480,4160,443,10.52
38353CALCUTTA AGENT 5PROD D,Jan-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,420,3520,0,1800,10.52
38384CALCUTTA AGENT 5PROD D,Feb-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,370,3100,0,909,10.52
38412CALCUTTA AGENT 5PROD D,Mar-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,330,2730,0,875,10.52
38443CALCUTTA AGENT 5PROD D,Apr-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,530,2400,0,1092,10.52
38473CALCUTTA AGENT 5PROD D,May-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1010,1870,0,759,10.52
38504CALCUTTA AGENT 5PROD D,Jun-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,820,860,0,2130,10.52
38534CALCUTTA AGENT 5PROD D,Jul-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,780,40,2640,1717,10.3
38565CALCUTTA AGENT 5PROD D,Aug-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,560,1900,0,1213,10.3
38596CALCUTTA AGENT 5PROD D,Sep-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,910,1340,0,1214,10.3
38626CALCUTTA AGENT 5PROD D,Oct-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,2060,430,4000,1191,10.3
38657CALCUTTA AGENT 5PROD D,Nov-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,950,2370,2080,1506,10.3
38687CALCUTTA AGENT 5PROD D,Dec-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1650,3500,1600,1500,10.3
38718CALCUTTA AGENT 5PROD D,Jan-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,450,3450,1600,1500,10.52
38749CALCUTTA AGENT 5PROD D,Feb-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,390,4600,0,1600,10.3
38777CALCUTTA AGENT 5PROD D,Mar-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,860,4210,0,1379,10.3
38808CALCUTTA AGENT 5PROD D,Apr-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1100,3350,0,1400,10.3
38838CALCUTTA AGENT 5PROD D,May-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,2040,2250,0,1000,10.3
38869CALCUTTA AGENT 5PROD D,Jun-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1370,210,2160,1054,10.3
38899CALCUTTA AGENT 5PROD D,Jul-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1286,1000,2000,1245,10.52
38930CALCUTTA AGENT 5PROD D,Aug-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1430,1714,0,1958,10.3
38961CALCUTTA AGENT 5PROD D,Sep-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1400,284,1360,1000,10.38
38991CALCUTTA AGENT 5PROD D,Oct-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1650,244,3600,1500,10.38
39022CALCUTTA AGENT 5PROD D,Nov-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1430,2194,0,1868,10.38
39052CALCUTTA AGENT 5PROD D,Dec-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPASF,PROD D,1690,764,960,1824,10.38
37987CHANDIGARH AGENT 1PROD D,Jan-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,80,1360,2640,5065,
38018CHANDIGARH AGENT 1PROD D,Feb-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,320,3120,0,3202,
38047CHANDIGARH AGENT 1PROD D,Mar-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,320,2800,0,731,
38078CHANDIGARH AGENT 1PROD D,Apr-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,560,2480,0,3872,8.8
38108CHANDIGARH AGENT 1PROD D,May-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,960,1920,320,3784,8.8
38139CHANDIGARH AGENT 1PROD D,Jun-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,960,480,1120,612,8.8
38169CHANDIGARH AGENT 1PROD D,Jul-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,960,640,1600,6256,8.8
38200CHANDIGARH AGENT 1PROD D,Aug-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,400,80,1520,4002,10.52
38231CHANDIGARH AGENT 1PROD D,Sep-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,560,1120,2160,1335,10.52
38261CHANDIGARH AGENT 1PROD D,Oct-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,560,80,1920,1194,10.52
38292CHANDIGARH AGENT 1PROD D,Nov-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,320,80,3360,1000,10.52
38322CHANDIGARH AGENT 1PROD D,Dec-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,720,3120,160,4130,10.52
38353CHANDIGARH AGENT 1PROD D,Jan-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,400,2560,0,2250,10.52
38384CHANDIGARH AGENT 1PROD D,Feb-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,640,2160,0,800,10.52
38412CHANDIGARH AGENT 1PROD D,Mar-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,160,1520,0,475,10.52
38443CHANDIGARH AGENT 1PROD D,Apr-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,1200,1360,2000,723,10.52
38473CHANDIGARH AGENT 1PROD D,May-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,1120,2160,4000,804,10.52
38504CHANDIGARH AGENT 1PROD D,Jun-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,640,1840,1520,1195,10.3
38534CHANDIGARH AGENT 1PROD D,Jul-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,1040,960,2640,1576,10.3
38565CHANDIGARH AGENT 1PROD D,Aug-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,720,2560,0,1352,10.3
38596CHANDIGARH AGENT 1PROD D,Sep-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,0,1840,0,1573,
38626CHANDIGARH AGENT 1PROD D,Oct-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,800,1840,0,1431,10.3
38657CHANDIGARH AGENT 1PROD D,Nov-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,160,1040,240,1482,10.3
38687CHANDIGARH AGENT 1PROD D,Dec-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,800,1120,1840,1167,10.3
38718CHANDIGARH AGENT 1PROD D,Jan-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,800,2160,0,900,10.3
38749CHANDIGARH AGENT 1PROD D,Feb-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,80,1360,0,1855,10.3
38777CHANDIGARH AGENT 1PROD D,Mar-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,1120,1280,1680,581,10.3
38808CHANDIGARH AGENT 1PROD D,Apr-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,1360,1760,1600,2010,10.3
38838CHANDIGARH AGENT 1PROD D,May-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,1120,2000,0,1147,10.3
38869CHANDIGARH AGENT 1PROD D,Jun-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,800,880,0,1186,10.3
38899CHANDIGARH AGENT 1PROD D,Jul-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,800,80,2320,1747,10.3
38930CHANDIGARH AGENT 1PROD D,Aug-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,1040,1600,0,1255,10.3
38961CHANDIGARH AGENT 1PROD D,Sep-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,240,560,960,658,10.3
38991CHANDIGARH AGENT 1PROD D,Oct-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,240,1280,1040,1065,10.38
39022CHANDIGARH AGENT 1PROD D,Nov-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,640,2080,2160,1380,10.38
39052CHANDIGARH AGENT 1PROD D,Dec-06,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPASF,PROD D,880,1680,0,1117,10.38
37987CHENNAI AGENT 1PROD D,Jan-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,2660,480,5520,8548,
38018CHENNAI AGENT 1PROD D,Feb-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,1630,3340,4160,5404,
38047CHENNAI AGENT 1PROD D,Mar-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,1775,5870,7280,3141,
38078CHENNAI AGENT 1PROD D,Apr-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,3745,11375,0,6248,8.8
38108CHENNAI AGENT 1PROD D,May-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,2780,3630,0,4974,8.8
38139CHENNAI AGENT 1PROD D,Jun-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,2320,850,3600,4692,8.8
38169CHENNAI AGENT 1PROD D,Jul-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,3880,2130,2332,6940,8.8
38200CHENNAI AGENT 1PROD D,Aug-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,7082,582,6500,5130,10.52
38231CHENNAI AGENT 1PROD D,Sep-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,8298,0,19280,6217,10.52
38261CHENNAI AGENT 1PROD D,Oct-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,4210,5942,800,3489,10.52
38292CHENNAI AGENT 1PROD D,Nov-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,3485,2532,2800,3776,10.52
38322CHENNAI AGENT 1PROD D,Dec-04,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,5065,1847,4160,5782,10.52
38353CHENNAI AGENT 1PROD D,Jan-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,3055,942,6224,4952,10.52
38384CHENNAI AGENT 1PROD D,Feb-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,6200,4031,7060,3649,10.52
38412CHENNAI AGENT 1PROD D,Mar-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,6080,4891,6000,6086,10.52
38443CHENNAI AGENT 1PROD D,Apr-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,7660,4811,4000,5284,10.52
38473CHENNAI AGENT 1PROD D,May-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,6510,1151,8560,3703,10.52
38504CHENNAI AGENT 1PROD D,Jun-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,10321,3201,7120,5245,10.3
38534CHENNAI AGENT 1PROD D,Jul-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,11890,0,26480,9741,10.3
38565CHENNAI AGENT 1PROD D,Aug-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,4230,14590,8000,6861,10.3
38596CHENNAI AGENT 1PROD D,Sep-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,6150,18360,0,8205,10.3
38626CHENNAI AGENT 1PROD D,Oct-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,16190,12210,4000,9408,10.52
38657CHENNAI AGENT 1PROD D,Nov-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,10020,20,10000,6490,10.3
38687CHENNAI AGENT 1PROD D,Dec-05,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,12550,0,20990,8981,10.3
38718CHENNAI AGENT 1PROD D,Jan-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,18385,8440,10000,9027,10.3
38749CHENNAI AGENT 1PROD D,Feb-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,14075,55,16160,9191,10.3
38777CHENNAI AGENT 1PROD D,Mar-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,15562,2140,36000,11981,10.3
38808CHENNAI AGENT 1PROD D,Apr-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,16590,22578,12800,10280,10.3
38838CHENNAI AGENT 1PROD D,May-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,15635,18788,8000,7079,10.3
38869CHENNAI AGENT 1PROD D,Jun-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,17100,3633,22080,14459,10.3
38899CHENNAI AGENT 1PROD D,Jul-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,14280,8613,8000,22992,10.38
38930CHENNAI AGENT 1PROD D,Aug-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,17850,2333,20320,11499,10.38
38961CHENNAI AGENT 1PROD D,Sep-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,20930,4803,19520,11201,10.38
38991CHENNAI AGENT 1PROD D,Oct-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,15460,3393,12160,16192,10.38
39022CHENNAI AGENT 1PROD D,Nov-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,25490,93,37230,21945,10.38
39052CHENNAI AGENT 1PROD D,Dec-06,CHENNAI BRANCH,CHENNAI AGENT 1,CPASF,PROD D,13145,11833,13600,26506,10.38
37987DEHRADUN AGENT 1PROD D,Jan-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,320,400,800,752,
38018DEHRADUN AGENT 1PROD D,Feb-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,80,880,0,474,
38047DEHRADUN AGENT 1PROD D,Mar-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,160,800,0,423,
38078DEHRADUN AGENT 1PROD D,Apr-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,400,640,160,3008,8.8
38108DEHRADUN AGENT 1PROD D,May-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,960,400,1200,2396,8.8
38139DEHRADUN AGENT 1PROD D,Jun-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,480,640,480,612,8.8
38169DEHRADUN AGENT 1PROD D,Jul-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,160,640,0,1042,8.8
38200DEHRADUN AGENT 1PROD D,Aug-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,400,480,800,1066,10.52
38231DEHRADUN AGENT 1PROD D,Sep-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,480,880,0,167,10.52
38261DEHRADUN AGENT 1PROD D,Oct-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,400,400,0,886,10.52
38292DEHRADUN AGENT 1PROD D,Nov-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,800,0,1200,958,10.52
38322DEHRADUN AGENT 1PROD D,Dec-04,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,480,400,800,791,10.52
38353DEHRADUN AGENT 1PROD D,Jan-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,720,720,400,325,10.52
38384DEHRADUN AGENT 1PROD D,Feb-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,0,400,0,415,
38412DEHRADUN AGENT 1PROD D,Mar-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,320,400,400,400,10.52
38443DEHRADUN AGENT 1PROD D,Apr-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,1280,480,1120,742,10.52
38473DEHRADUN AGENT 1PROD D,May-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,1200,320,960,907,10.52
38504DEHRADUN AGENT 1PROD D,Jun-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,800,80,800,1200,10.3
38534DEHRADUN AGENT 1PROD D,Jul-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,560,80,2400,1084,10.3
38565DEHRADUN AGENT 1PROD D,Aug-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,400,1920,0,783,10.3
38596DEHRADUN AGENT 1PROD D,Sep-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,480,1520,0,479,10.3
38626DEHRADUN AGENT 1PROD D,Oct-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,1360,1040,3600,1000,10.3
38657DEHRADUN AGENT 1PROD D,Nov-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,880,3280,0,771,10.3
38687DEHRADUN AGENT 1PROD D,Dec-05,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,880,1200,4000,1000,10.3
38718DEHRADUN AGENT 1PROD D,Jan-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,800,4320,0,922,10.3
38749DEHRADUN AGENT 1PROD D,Feb-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,1520,3520,0,874,10.3
38777DEHRADUN AGENT 1PROD D,Mar-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,240,2000,0,1342,10.3
38808DEHRADUN AGENT 1PROD D,Apr-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,1600,1760,0,1147,10.3
38838DEHRADUN AGENT 1PROD D,May-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,1520,160,2400,1147,10.3
38869DEHRADUN AGENT 1PROD D,Jun-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,1120,1040,800,662,10.3
38899DEHRADUN AGENT 1PROD D,Jul-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,320,400,0,372,10.38
38930DEHRADUN AGENT 1PROD D,Aug-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,1200,80,2000,652,10.38
38961DEHRADUN AGENT 1PROD D,Sep-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,1120,880,1200,513,10.38
38991DEHRADUN AGENT 1PROD D,Oct-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,720,960,1200,1906,10.38
39022DEHRADUN AGENT 1PROD D,Nov-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,560,1440,0,2135,10.38
39052DEHRADUN AGENT 1PROD D,Dec-06,DEHRADUN BRANCH,DEHRADUN AGENT 1,CPASF,PROD D,320,880,2960,1510,10.38
37987DELHI AGENT 1PROD D,Jan-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,3040,20,12640,18236,
38018DELHI AGENT 1PROD D,Feb-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,5040,8820,2160,11528,
38047DELHI AGENT 1PROD D,Mar-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,5680,5940,4560,11577,
38078DELHI AGENT 1PROD D,Apr-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,8360,4820,7200,13200,8.8
38108DELHI AGENT 1PROD D,May-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,12720,3500,11520,15354,8.8
38139DELHI AGENT 1PROD D,Jun-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,10720,60,12320,9590,8.8
38169DELHI AGENT 1PROD D,Jul-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,10800,1640,11920,18100,8.8
38200DELHI AGENT 1PROD D,Aug-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,10320,2760,9200,18444,10.52
38231DELHI AGENT 1PROD D,Sep-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,21440,40,21440,5675,10.52
38261DELHI AGENT 1PROD D,Oct-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,25520,40,27520,15309,10.52
38292DELHI AGENT 1PROD D,Nov-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,12400,40,30000,16567,10.52
38322DELHI AGENT 1PROD D,Dec-04,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,16160,16440,12020,17916,10.52
38353DELHI AGENT 1PROD D,Jan-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,17360,11500,11040,14521,10.52
38384DELHI AGENT 1PROD D,Feb-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,14160,4780,17280,16370,10.52
38412DELHI AGENT 1PROD D,Mar-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,11260,7840,11920,17845,10.52
38443DELHI AGENT 1PROD D,Apr-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,21200,8160,14240,16454,10.52
38473DELHI AGENT 1PROD D,May-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,27600,80,28480,15643,10.52
38504DELHI AGENT 1PROD D,Jun-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,27520,0,31840,24801,10.3
38534DELHI AGENT 1PROD D,Jul-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,23600,3520,51760,23602,10.3
38565DELHI AGENT 1PROD D,Aug-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,10720,29280,2000,22082,10.3
38596DELHI AGENT 1PROD D,Sep-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,23040,20560,24000,26665,10.3
38626DELHI AGENT 1PROD D,Oct-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,40640,21520,23280,25780,10.52
38657DELHI AGENT 1PROD D,Nov-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,15760,4160,21760,22639,10.3
38687DELHI AGENT 1PROD D,Dec-05,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,23600,10160,38080,27552,10.3
38718DELHI AGENT 1PROD D,Jan-06,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,28800,20400,31200,24500,10.3
38749DELHI AGENT 1PROD D,Feb-06,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,26000,21200,12960,26973,10.3
38777DELHI AGENT 1PROD D,Mar-06,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,28720,8160,44800,19074,10.3
38808DELHI AGENT 1PROD D,Apr-06,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,35760,24240,25840,25487,10.3
38838DELHI AGENT 1PROD D,May-06,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,35040,6320,38880,33595,10.3
38869DELHI AGENT 1PROD D,Jun-06,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,32880,10160,24240,43981,10.3
38899DELHI AGENT 1PROD D,Jul-06,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,28190,720,27840,67691,10.38
38930DELHI AGENT 1PROD D,Aug-06,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,43920,370,44170,31477,10.38
38961DELHI AGENT 1PROD D,Sep-06,DELHI BRANCH,DELHI AGENT 1,CPASF,PROD D,42240,300,54880,35700,10.38
